SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,3030 Mckinney Ave #2304,Dallas,TX,75204,2490000,3,3.5,La Tour Condo,6449,65601,1981,134,386,4830,Active,,,http://www.redfin.com/TX/Dallas/3030-McKinney-Ave-75204/unit-2304/home/31174494,NTREIS,14561163,N,Y,32.8016841,-96.8005017
MLS Listing,,Single Family Residential,1871 Stevens Bluff Ln,Dallas,TX,75208,625000,4,2.5,High Grove West Kessler Heights,2417,,2016,134,259,125,Active,,,http://www.redfin.com/TX/Dallas/1871-Stevens-Bluff-Ln-75208/home/112241611,NTREIS,14563478,N,Y,32.7515877,-96.8495689
MLS Listing,,Vacant Land,Parvia Ave,Dallas,TX,75212,135000,0,,FOREST DALE GARDENS BLK A- Lot 9,,4922,,134,,,Active,,,http://www.redfin.com/TX/Dallas/Parvia-Ave-75212/home/175016647,NTREIS,14556113,N,Y,32.782462,-96.83366
MLS Listing,,Condo/Co-op,3845 Convent St #4,Dallas,TX,75204,359900,2,2.5,Urban View,1477,13983,2009,136,244,213,Active,,,http://www.redfin.com/TX/Dallas/3845-Convent-St-75204/unit-4/home/35561403,NTREIS,14562819,N,Y,32.795423,-96.782773
MLS Listing,,Single Family Residential,7807 High Oaks Cir,Dallas,TX,75231,305000,3,2,High Oaks,1635,5401,1981,137,187,100,Active,,,http://www.redfin.com/TX/Dallas/7807-High-Oaks-Cir-75231/home/30859181,NTREIS,14532968,N,Y,32.8817092,-96.7468282
MLS Listing,,Condo/Co-op,5609 SMU Blvd #301,Dallas,TX,75206,339000,2,2,The Shelby Residences,1217,28793,2008,137,279,380,Active,,,http://www.redfin.com/TX/Dallas/5609-SMU-Blvd-75206/unit-301/home/101655545,NTREIS,14548532,N,Y,32.842467,-96.7722361
MLS Listing,,Condo/Co-op,12680 Hillcrest Rd #1110,Dallas,TX,75230,390000,2,2,0,1435,,1983,138,272,416,Active,,,http://www.redfin.com/TX/Dallas/12680-Hillcrest-Rd-75230/unit-1110/home/30746592,ACTRIS,1008722,N,Y,32.9213819,-96.785917
MLS Listing,,Condo/Co-op,3225 Turtle Creek Blvd #1650,Dallas,TX,75219,335000,1,1,Renaissance On Turtle Creek Condo,1043,154028,1998,138,321,626,Active,,,http://www.redfin.com/TX/Dallas/3225-Turtle-Creek-Blvd-75219/unit-1650/home/30746134,NTREIS,14561679,N,Y,32.806751,-96.8047924
MLS Listing,,Condo/Co-op,5609 SMU Blvd #509,Dallas,TX,75206,318000,2,2,Shelby Residences,1025,28793,2008,138,310,262,Active,,,http://www.redfin.com/TX/Dallas/5609-SMU-Blvd-75206/unit-509/home/110137230,NTREIS,14561561,N,Y,32.842467,-96.7722361
MLS Listing,,Condo/Co-op,4203 Holland Ave #14,Dallas,TX,75219,199900,1,1.5,Holland Condos,709,15987,1985,138,282,184,Active,,,http://www.redfin.com/TX/Dallas/4203-Holland-Ave-75219/unit-14/home/30761667,NTREIS,14560520,N,Y,32.817204,-96.8085993
MLS Listing,,Single Family Residential,2606 Carolwood Ln,Dallas,TX,75212,618440,3,3.5,SoHo Square,2231,1917,2021,138,277,167,Active,,,http://www.redfin.com/TX/DALLAS/2606-CAROLWOOD-LN-75212/home/169390970,NTREIS,14558353,N,Y,32.775707,-96.843606
MLS Listing,,Single Family Residential,7141 Mistflower Ln,Dallas,TX,75231,637110,3,2.5,Lake Highlands Town Center,2288,2919,2021,140,278,133,Active,September-11-2021 12:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/TX/Dallas/7141-Mistflower-Ln-75231/home/174294366,NTREIS,14560783,N,Y,32.875004,-96.734414
MLS Listing,,Single Family Residential,14907 Lake Forest Dr,Dallas,TX,75254,2495000,4,4.5,Milliken Add,6631,33106,2009,140,376,,Active,,,http://www.redfin.com/TX/Dallas/14907-Lake-Forest-Dr-75254/home/30776889,NTREIS,14501437,N,Y,32.9520067,-96.8137269
MLS Listing,,Condo/Co-op,7929 Royal Ln #206,Dallas,TX,75230,148000,2,2,Park Royal Condos,988,101713,1964,141,150,304,Active,,,http://www.redfin.com/TX/Dallas/7929-Royal-Ln-75230/unit-206/home/30995667,NTREIS,14559142,N,Y,32.8988871,-96.7704187
MLS Listing,,Single Family Residential,3422 Topeka Ave,Dallas,TX,75212,235000,2,1,Brantleys Junior,1004,2483,1957,141,234,,Active,,,http://www.redfin.com/TX/Dallas/3422-Topeka-Ave-75212/home/30972744,NTREIS,14559213,N,Y,32.7847473,-96.8346184
MLS Listing,,Vacant Land,500 W 12TH St,Dallas,TX,75208,127300,0,,DALLAS LAND AND LOAN 2,,3354,,141,,,Active,,,http://www.redfin.com/TX/Dallas/500-W-12th-St-75208/home/30826678,NTREIS,14559394,N,Y,32.7408899,-96.8303817
MLS Listing,,Vacant Land,506 W 12TH St,Dallas,TX,75208,217900,0,,DALLAS LAND AND LOAN 2,,5358,,141,,,Active,,,http://www.redfin.com/TX/Dallas/506-W-12th-St-75208/home/30826677,NTREIS,14559361,N,Y,32.740926,-96.830552
MLS Listing,,Vacant Land,11411 Hillcrest Rd,Dallas,TX,75230,1600000,0,,Hillcrest Estates,,58283,,141,,,Active,,,http://www.redfin.com/TX/Dallas/11411-Hillcrest-Rd-75230/home/31023612,NTREIS,14559166,N,Y,32.9034603,-96.7887726
MLS Listing,,Condo/Co-op,4800 W Lovers Ln Unit 505 B,Dallas,TX,75209,168900,2,2,Lovers Lane Condo Ph 01 04,874,110250,1984,142,193,274,Active,,,http://www.redfin.com/TX/Dallas/4800-W-Lovers-Ln-75209/unit-505b/home/103811611,NTREIS,14558830,N,Y,32.8510023,-96.8284233
MLS Listing,,Condo/Co-op,1918 Olive St #3502,Dallas,TX,75201,2500000,1,1.5,Museum Tower Condo,2396,67649,2011,142,1043,2252,Active,,,http://www.redfin.com/TX/Dallas/1918-Olive-St-75201/unit-3502/home/30782806,NTREIS,14555195,N,Y,32.7891925,-96.8000171
MLS Listing,,Condo/Co-op,4508 Abbott Ave #23,Highland Park,TX,75205,249900,1,1,HP 1 st Inst.,629,50007,1958,143,397,208,Active,,,http://www.redfin.com/TX/Dallas/4508-Abbott-Ave-75205/unit-23/home/32053989,NTREIS,14539903,N,Y,32.8234135,-96.7927874
MLS Listing,,Vacant Land,1124 E 9th St,Dallas,TX,75203,85000,0,,Oak Cliff Original,,6011,,144,,,Active,,,http://www.redfin.com/TX/Dallas/1124-E-9th-St-75203/home/30826455,NTREIS,14557897,N,Y,32.749458,-96.807276
MLS Listing,,Vacant Land,1215 Grant St,Dallas,TX,75203,65000,0,,Bettertons BLK F3366 SE PT LT 5,,5009,,144,,,Active,,,http://www.redfin.com/TX/Dallas/1215-Grant-St-75203/home/30828906,NTREIS,14557908,N,Y,32.7412831,-96.8062451
MLS Listing,,Condo/Co-op,2430 Victory Park Ln #2109,Dallas,TX,75219,1190000,2,2,Residences,2164,71787,2004,144,550,1630,Active,,,http://www.redfin.com/TX/Dallas/2430-Victory-Park-Ln-75219/unit-2109/home/30745415,NTREIS,14553045,N,Y,32.7884951,-96.8092139
MLS Listing,,Single Family Residential,5928 Glendora Ave,Dallas,TX,75230,3490000,6,7.5,Preston-Meaders,8656,21693,2008,145,403,,Active,,,http://www.redfin.com/TX/Dallas/5928-Glendora-Ave-75230/home/30877611,NTREIS,14552120,N,Y,32.8848934,-96.8048651
MLS Listing,,Condo/Co-op,2430 Victory Park Ln #2900,Dallas,TX,75219,7900000,4,6.5,Residences,12197,71787,2004,145,648,10460,Active,,,http://www.redfin.com/TX/Dallas/2430-Victory-Park-Ln-75219/unit-2900/home/30782297,NTREIS,14556608,N,Y,32.7884951,-96.8092139
MLS Listing,,Single Family Residential,3120 Lovers Ln,University Park,TX,75225,1290000,3,3.5,Caruth Hills,3084,9801,1952,146,418,,Active,,,http://www.redfin.com/TX/Dallas/3120-Lovers-Ln-75225/home/32056934,NTREIS,14551319,N,Y,32.8513698,-96.7815447
MLS Listing,,Single Family Residential,11046 Mccree Rd,Dallas,TX,75238,430000,3,2,Kingsley Meadows 02,1895,8973,1974,146,227,,Active,,,http://www.redfin.com/TX/Dallas/11046-McCree-Rd-75238/home/31023429,NTREIS,14556740,N,Y,32.8742803,-96.6915694
MLS Listing,,Single Family Residential,3828 Eaton Dr,Dallas,TX,75220,995000,4,4,Berkshire,3500,8712,2021,146,284,,Active,,,http://www.redfin.com/TX/Dallas/3828-Eaton-Dr-75220/home/30856378,NTREIS,14556420,N,Y,32.8643823,-96.8517441
MLS Listing,,Condo/Co-op,1771 McCoy St #101,Dallas,TX,75204,519000,2,2.5,Murname,2189,,2017,146,237,230,Active,,,http://www.redfin.com/TX/Dallas/1771-Mccoy-St-75204/unit-101/home/160980105,NTREIS,14556039,N,Y,32.796924,-96.7890333
MLS Listing,,Single Family Residential,1614 Hubert St,Dallas,TX,75206,415000,1,1,Ross Ave Heights,750,2309,1920,147,553,,Active,,,http://www.redfin.com/TX/Dallas/1614-Hubert-St-75206/home/30798210,NTREIS,14555733,N,Y,32.8107217,-96.7667353
MLS Listing,,Single Family Residential,8520 Eustis Ave,Dallas,TX,75218,1499900,4,3.5,Forest Hills Estates,3894,9322,2021,147,385,,Active,,,http://www.redfin.com/TX/Dallas/8520-Eustis-Ave-75218/home/30860728,NTREIS,14552366,N,Y,32.81418,-96.707284
MLS Listing,,Single Family Residential,13703 Creekside Pl,Dallas,TX,75240,699900,3,3.5,Creekside Place Add,3602,9496,1994,148,194,129,Active,,,http://www.redfin.com/TX/Dallas/13703-Creekside-Pl-75240/home/31149611,NTREIS,14554689,N,Y,32.9334514,-96.7895992
MLS Listing,,Condo/Co-op,1717 Arts Plz #2307,Dallas,TX,75201,3995000,3,3.5,One Arts Plaza Condo,4839,,2005,148,826,3504,Active,,,http://www.redfin.com/TX/Dallas/1717-Arts-Plz-75201/unit-2307/home/30782529,NTREIS,14554660,N,Y,32.7923941,-96.7949146
MLS Listing,,Multi-Family (5+ Unit),3705 Brown St,Dallas,TX,75219,2100000,8,10,Brown Street Condo,4680,7144,1981,149,449,,Active,,,http://www.redfin.com/TX/Dallas/3705-Brown-St-75219/home/147395227,NTREIS,14553373,N,Y,32.8054594,-96.8117246
MLS Listing,,Multi-Family (2-4 Unit),9308 Greenville Ave,Dallas,TX,75243,750000,2,2.5,Oakhurst 03,3140,9932,1982,149,239,,Active,,,http://www.redfin.com/TX/Dallas/9308-Greenville-Ave-75243/home/31072544,NTREIS,14552279,N,Y,32.90283,-96.748928
MLS Listing,,Condo/Co-op,9821 Walnut St #301,Dallas,TX,75243,88000,1,1,Richland Trace Condos,423,383938,1981,149,208,120,Active,,,http://www.redfin.com/TX/Dallas/9821-Walnut-St-75243/unit-301/home/31183275,NTREIS,14553434,N,Y,32.9221036,-96.7124842
MLS Listing,,Vacant Land,1843 Pollard St,Dallas,TX,75208,310000,0,,Oneal & Huffmans Rev,,7492,1925,150,,,Active,,,http://www.redfin.com/TX/Dallas/1843-Pollard-St-75208/home/30987171,NTREIS,14553129,N,Y,32.7718981,-96.8497729
MLS Listing,,Single Family Residential,5610 Ursula Ln,Dallas,TX,75229,2095000,4,6.5,Netherlands Estates,6705,21736,1977,150,312,,Active,,,http://www.redfin.com/TX/Dallas/5610-Ursula-Ln-75229/home/30877714,NTREIS,14551899,N,Y,32.8908644,-96.810269
MLS Listing,,Condo/Co-op,3535 Gillespie St #208,Dallas,TX,75219,679000,2,2.5,The Plaza 1,1863,136473,2000,152,364,1556,Active,,,http://www.redfin.com/TX/Dallas/3535-Gillespie-St-75219/unit-208/home/32253526,NTREIS,14550330,N,Y,32.8051946,-96.8084315
MLS Listing,,Condo/Co-op,3920 Travis St #23,Dallas,TX,75204,310000,1,1,Travis Street Condo 3920-22,869,29708,1985,152,357,419,Active,,,http://www.redfin.com/TX/Dallas/3920-Travis-St-75204/unit-23/home/31187289,NTREIS,14549647,N,Y,32.8117996,-96.7962351
MLS Listing,,Condo/Co-op,2112 Shea #102,Dallas,TX,75235,319900,2,2.5,J. W. Pipes,1290,,2021,152,248,195,Active,,,http://www.redfin.com/TX/Dallas/2112-Shea-Rd-75235/unit-102/home/174909863,NTREIS,14551357,N,Y,32.8287515,-96.8537992
MLS Listing,,Single Family Residential,4624 Cedar Springs Rd,Dallas,TX,75219,975000,6,4.5,Cedar Spgs Apts 1st Inst,5682,7057,1946,153,172,,Active,,,http://www.redfin.com/TX/Dallas/4624-Cedar-Springs-Rd-75219/home/30813999,NTREIS,14551602,N,Y,32.8184496,-96.819791
MLS Listing,,Condo/Co-op,6148 Averill Way Unit 107E,Dallas,TX,75225,405000,2,2,Imperial House Condos,1881,100624,1964,153,215,922,Active,,,http://www.redfin.com/TX/Dallas/6148-Averill-Way-75225/unit-107E/home/30873786,NTREIS,14529875,N,Y,32.8663339,-96.801028
MLS Listing,,Vacant Land,6706 Lockheed Ave,Dallas,TX,75209,291000,0,,Lockheed Hills,,6098,1944,153,,,Active,,,http://www.redfin.com/TX/Dallas/6706-Lockheed-Ave-75209/home/30855172,NTREIS,14548364,N,Y,32.8399042,-96.8293213
MLS Listing,,Multi-Family (2-4 Unit),2702 N Carroll Ave,Dallas,TX,75204,475000,4,2,Belmont Park Rev,1728,6534,1944,153,275,,Active,,,http://www.redfin.com/TX/Dallas/2702-N-Carroll-Ave-75204/home/30809400,NTREIS,14531233,N,Y,32.810117,-96.7885166
MLS Listing,,Single Family Residential,9928 Scyene Rd,Dallas,TX,75227,500000,4,2.5,Scyene Aces Add,1532,10062,2018,154,326,,Active,,,http://www.redfin.com/TX/Dallas/9928-Scyene-Rd-75227/home/30944371,NTREIS,14550813,N,Y,32.7619865,-96.6511123
MLS Listing,,Townhouse,8435 Coppertowne Ln,Dallas,TX,75243,282000,3,2,Copperfield Add,1855,2352,1994,154,152,420,Active,,,http://www.redfin.com/TX/Dallas/8435-Coppertowne-Ln-75243/home/31154044,NTREIS,14550420,N,Y,32.8954521,-96.727287
MLS Listing,,Single Family Residential,2119 N Fitzhugh St,Dallas,TX,75204,640000,3,3,Monarch Place,2147,1481,2021,154,298,,Active,,,http://www.redfin.com/TX/Dallas/2119-N-Fitzhugh-Ave-75204/home/174894168,NTREIS,14550193,N,Y,32.8097809,-96.7808156
MLS Listing,,Single Family Residential,7303 Robin Rd,Dallas,TX,75209,899000,3,3,Lovers Lane Heights,2913,7492,2007,154,309,,Active,,,http://www.redfin.com/TX/Dallas/7303-Robin-Rd-75209/home/30851178,NTREIS,14537037,N,Y,32.8458101,-96.8229158
MLS Listing,,Single Family Residential,1509 Mary St,Dallas,TX,75206,390000,4,1,Mary Street,1072,4835,1994,154,364,,Active,,,http://www.redfin.com/TX/Dallas/1509-Mary-St-75206/home/31122715,NTREIS,14549943,N,Y,32.8095616,-96.7679065
MLS Listing,,Single Family Residential,4126 S Metropolitan Ave,Dallas,TX,75210,149999,2,1.5,City Dallas,1260,2919,1964,155,119,,Active,,,http://www.redfin.com/TX/Dallas/4126-Metropolitan-Ave-75210/home/170193101,NTREIS,14546577,N,Y,32.7745418,-96.749888
MLS Listing,,Condo/Co-op,3831 Turtle Creek Blvd Unit 12C,Dallas,TX,75219,974500,2,2.5,Warrington,2373,91868,1981,155,411,1544,Active,,,http://www.redfin.com/TX/Dallas/3831-Turtle-Creek-Blvd-75219/unit-12C/home/31123778,NTREIS,14548515,N,Y,32.8142889,-96.8000184
MLS Listing,,Single Family Residential,8519 Swananoah Rd,Dallas,TX,75209,2699000,5,8,Bluffview Estates,6190,20168,2013,156,436,,Active,,,http://www.redfin.com/TX/Dallas/8519-Swananoah-Rd-75209/home/30854447,NTREIS,14548858,N,Y,32.8561772,-96.8390646
MLS Listing,,Single Family Residential,6936 Carioca Pl,Dallas,TX,75241,208000,3,2,Singing Hills,1467,10629,1960,156,142,,Active,,,http://www.redfin.com/TX/Dallas/6936-Carioca-Pl-75241/home/30950317,NTREIS,14548410,N,Y,32.6638853,-96.8029698
MLS Listing,,Single Family Residential,3401 Beverly Dr,Highland Park,TX,75205,10490000,8,9.5,Highland Park,10628,14985,2021,157,987,,Active,,,http://www.redfin.com/TX/Dallas/3401-Beverly-Dr-75205/home/32065698,NTREIS,14547968,N,Y,32.831865,-96.787388
MLS Listing,,Vacant Land,2807 Colonial Ave,Dallas,TX,75215,100000,0,,Alexanders Rev,,4792,,159,,,Active,,,http://www.redfin.com/TX/Dallas/2807-Colonial-Ave-75215/home/174865671,NTREIS,14547536,N,Y,32.7634505,-96.778695
MLS Listing,,Single Family Residential,2359 Wildoak Dr,Dallas,TX,75228,320000,3,2,Claremont 02 Inst,1428,12502,1957,159,224,,Active,,,http://www.redfin.com/TX/Dallas/2359-Wildoak-Dr-75228/home/30967337,NTREIS,14546755,N,Y,32.802277,-96.7100393
MLS Listing,,Condo/Co-op,9801 Royal Ln #807,Dallas,TX,75231,150000,2,1,Woodlands I Crk,847,249468,1981,159,177,321,Active,,,http://www.redfin.com/TX/Dallas/9801-Royal-Ln-75231/unit-807/home/31126880,NTREIS,14546615,N,Y,32.89491,-96.7281537
MLS Listing,,Vacant Land,1512 Doyle Ave,Dallas,TX,75203,95000,0,,Gilroy Miss Carrie,,5489,,160,,,Active,,,http://www.redfin.com/TX/Dallas/1512-Doyle-Ave-75203/home/30849484,NTREIS,14546768,N,Y,32.7431383,-96.8007935
MLS Listing,,Single Family Residential,5818 Constellation Cir,Rockwall,TX,75032,2395000,5,5.5,Chandlers Landing #18 Sec 2,7500,10803,2007,160,319,168,Active,,,http://www.redfin.com/TX/Rockwall/5818-Constellation-Cir-75032/home/33929185,NTREIS,14544537,N,Y,32.8791273,-96.4866907
MLS Listing,,Condo/Co-op,6211 W Northwest Hwy #601,Dallas,TX,75225,384900,3,3,Preston Tower Condos,1673,185522,1966,161,230,1449,Active,,,http://www.redfin.com/TX/Dallas/6211-W-Northwest-Hwy-75225/unit-601/home/30874285,NTREIS,14526244,N,Y,32.8662169,-96.800016
MLS Listing,,Condo/Co-op,3225 Turtle Creek Blvd #720,Dallas,TX,75219,325000,2,2,Renaissance On Turtle Creek Condo,1154,154028,1998,161,282,692,Active,,,http://www.redfin.com/TX/Dallas/3225-Turtle-Creek-Blvd-75219/unit-720/home/30746354,NTREIS,14544129,N,Y,32.806751,-96.8047924
MLS Listing,,Condo/Co-op,3030 McKinney Ave Unit 2302PH,Dallas,TX,75204,1899000,4,3.5,La Tour Condos,4448,,1981,162,427,3331,Active,,,http://www.redfin.com/TX/Dallas/3030-McKinney-Ave-75204/unit-2302PH/home/174802398,NTREIS,14543036,N,Y,32.8016841,-96.8005017
MLS Listing,,Condo/Co-op,9600 Royal Ln #607,Dallas,TX,75243,117000,1,1,Trinity Royal Condos,745,157034,1983,163,157,180,Active,,,http://www.redfin.com/TX/Dallas/9600-Royal-Ln-75243/unit-607/home/31189187,NTREIS,14542234,N,Y,32.8922713,-96.7373992
MLS Listing,,Vacant Land,4810 Belmont Ave,Dallas,TX,75204,299900,0,,Rick & Hurts North Fitzhugh Ave,,4661,,163,,,Active,,,http://www.redfin.com/TX/Dallas/4810-Belmont-Ave-75204/home/30809178,NTREIS,14542765,N,Y,32.8114854,-96.7837099
MLS Listing,,Single Family Residential,6823 Northport Dr,Dallas,TX,75230,3130000,5,5.5,Waggoner Place Add,6741,18644,2021,166,464,,Active,,,http://www.redfin.com/TX/Dallas/6823-Northport-Dr-75230/home/30876266,NTREIS,14539442,N,Y,32.8906848,-96.7874443
MLS Listing,,Condo/Co-op,6211 W Northwest Hwy #2004,Dallas,TX,75225,287000,2,2,Preston Tower Condos,1130,185522,1966,167,254,978,Active,,,http://www.redfin.com/TX/Dallas/6211-W-Northwest-Hwy-75225/unit-2004/home/30874215,NTREIS,14532162,N,Y,32.8662169,-96.800016
MLS Listing,,Townhouse,4211 Rawlins St #734,Dallas,TX,75219,585000,3,3.5,Palo Alto Twnhms Condos,2371,110250,2013,167,247,526,Active,,,http://www.redfin.com/TX/Dallas/4211-Rawlins-St-75219/unit-734/home/59420295,NTREIS,14539783,N,Y,32.8148997,-96.8114284
MLS Listing,,Single Family Residential,3957 High Summit Dr,Dallas,TX,75244,499000,4,2.5,Meadow Park Inst 09,2506,9888,1968,168,199,,Active,,,http://www.redfin.com/TX/Dallas/3957-High-Summit-Dr-75244/home/31095404,NTREIS,14538792,N,Y,32.9189533,-96.847726
MLS Listing,,Condo/Co-op,1747 Leonard St #2701,Dallas,TX,75201,15000000,4,5,HALL Arts Residences,11482,,2020,168,1306,10030,Active,,,http://www.redfin.com/TX/Dallas/1747-Leonard-St-75201/unit-2701/home/174774533,NTREIS,14539355,N,Y,32.7896757,-96.7968279
MLS Listing,,Single Family Residential,8250 Vitex Ave,Dallas,TX,75252,785500,4,3.5,University Place,3696,6011,2021,168,213,63,Active,,,http://www.redfin.com/TX/Dallas/8250-Vitex-AVE-75252/home/174773760,NTREIS,14533437,N,Y,32.986692,-96.761071
MLS Listing,,Single Family Residential,8242 Vitex Ave,Dallas,TX,75252,750500,4,3.5,University Place,3192,6011,2021,168,235,63,Active,,,http://www.redfin.com/TX/Dallas/8242-Vitex-AVE-75252/home/174773759,NTREIS,14533408,N,Y,32.987169,-96.761007
MLS Listing,,Single Family Residential,12790 Royal Oaks Ln,Farmers Branch,TX,75234,721780,4,3,Mercer Crossing,2866,5271,2021,168,252,16,Active,,,http://www.redfin.com/TX/Farmers-Branch/12790-Royal-Oaks-Ln-75234/home/169397472,NTREIS,14537746,N,Y,32.915802,-96.931483
MLS Listing,,Condo/Co-op,5200 Keller Springs Rd #133,Dallas,TX,75248,289000,2,2,Bonaventure Condos,2112,331012,1981,170,137,1139,Active,,,http://www.redfin.com/TX/Dallas/5200-Keller-Springs-Rd-75248/unit-133/home/31129067,NTREIS,14538186,N,Y,32.9677598,-96.8184364
MLS Listing,,Vacant Land,4816 Belmont Ave,Dallas,TX,75204,299900,0,,RICK & HURTS NORTH FITZHUGH AVE,,4138,,170,,,Active,,,http://www.redfin.com/TX/Dallas/4816-Belmont-Ave-75204/home/30809179,NTREIS,14538089,N,Y,32.811634,-96.783555
MLS Listing,,Condo/Co-op,2300 WOLF St Ph 20AB,Dallas,TX,75201,6975000,3,4.5,Residences at Stoneleigh Condos,7517,67039,2015,170,928,6087,Active,,,http://www.redfin.com/TX/Dallas/2300-Wolf-St-75201/unit-20AB/home/52060028,NTREIS,14528881,N,Y,32.7972035,-96.8077289
MLS Listing,,Vacant Land,2405 Fetchet St,Dallas,TX,75217,35000,,,Washington Terrace,,3999,,170,,,Active,,,http://www.redfin.com/TX/Dallas/2405-Fletcher-St-75223/home/174763562,HARMLS,18296813,N,Y,32.7817095,-96.7565755
MLS Listing,,Vacant Land,4310 Bonnie View Rd,Dallas,TX,75216,147000,0,,oakcliff,,84289,,170,,,Active,,,http://www.redfin.com/TX/Dallas/4310-Bonnie-View-Rd-75216/home/31106680,NTREIS,14537713,N,Y,32.706778,-96.773113
MLS Listing,,Vacant Land,1917 Chiesa Rd,Rowlett,TX,75088,200000,0,,William Crabtree,,21780,,172,,,Active,,,http://www.redfin.com/TX/Rowlett/1917-Chiesa-Rd-75088/home/32125089,NTREIS,14537109,N,Y,32.881264,-96.520549
MLS Listing,,Single Family Residential,3964 Rochelle Dr,Dallas,TX,75220,1475000,4,4.5,Glenridge Estates,4309,7754,2021,173,342,,Active,,,http://www.redfin.com/TX/Dallas/3964-Rochelle-Dr-75220/home/30910848,NTREIS,14536484,N,Y,32.8742065,-96.8484799
MLS Listing,,Vacant Land,4114 Delano Pl,Dallas,TX,75204,249000,0,,Haskell Place,,3398,,173,,,Active,,,http://www.redfin.com/TX/Dallas/4114-Delano-Pl-75204/home/30792802,NTREIS,14536053,N,Y,32.8020352,-96.7853546
MLS Listing,,Townhouse,210 Stellariga Pl,Dallas,TX,75203,270000,2,2.5,Starr Row,1342,1960,2017,174,201,175,Active,,,http://www.redfin.com/TX/Dallas/210-Stellariga-Pl-75203/home/30788141,NTREIS,14533063,N,Y,32.7494713,-96.817918
MLS Listing,,Vacant Land,127 Candlelite Trl,Heath,TX,75032,2475000,0,,HJ McKenzie,,119790,1900,176,,,Active,,,http://www.redfin.com/TX/Heath/127-Candlelite-Trl-75032/home/174769968,NTREIS,14521409,N,Y,32.8362223,-96.5002256
MLS Listing,,Condo/Co-op,5909 Luther Ln #1101,Dallas,TX,75225,432000,2,2,Shelton Condo,1441,65993,1983,180,300,1009,Active,,,http://www.redfin.com/TX/Dallas/5909-Luther-Ln-75225/unit-1101/home/31186316,NTREIS,14531670,N,Y,32.8638903,-96.8107584
MLS Listing,,Condo/Co-op,6108 Abrams Rd #222,Dallas,TX,75231,90000,1,1,Sable Ridge Condos Ph 01-06,500,187264,2021,181,180,247,Active,,,http://www.redfin.com/TX/Dallas/6108-Abrams-Rd-75231/unit-222/home/31184762,NTREIS,14527519,N,Y,32.858376,-96.746572
MLS Listing,,Condo/Co-op,6108 Abrams Rd #209,Dallas,TX,75231,95000,1,1,Sable Ridge Condos Ph 01-06,600,187264,2021,181,158,247,Active,,,http://www.redfin.com/TX/Dallas/6108-Abrams-Rd-75231/unit-209/home/31184765,NTREIS,14527515,N,Y,32.858376,-96.746572
MLS Listing,,Condo/Co-op,4777 Cedar Springs Rd Unit 6K,Dallas,TX,75219,185000,2,1.5,Parkside Cedar Spgs Condos,933,,1983,183,198,367,Active,,,http://www.redfin.com/TX/Dallas/4777-Cedar-Springs-Rd-75219/unit-6K/home/30783159,NTREIS,14528766,N,Y,32.8187414,-96.8210528
MLS Listing,,Vacant Land,4321 Holland Ave,Dallas,TX,75219,839000,0,,North Oak Lawn,,8015,,184,,,Active,,,http://www.redfin.com/TX/Dallas/4321-Holland-Ave-75219/home/30799745,NTREIS,14529120,N,Y,32.8188355,-96.8103264
MLS Listing,,Vacant Land,1550 Briarcliff Rd,Dallas,TX,75235,90000,0,,Arlington Park Estates Lot 26 Briarcliff,,6490,,184,,,Active,,,http://www.redfin.com/TX/Dallas/1550-BriarCliff-Rd-75235/home/169385671,NTREIS,14529258,N,Y,32.813401,-96.852183
MLS Listing,,Vacant Land,5510 Caladium Dr,Dallas,TX,75230,649000,0,,Inwood Road Estates,,17076,1955,184,,,Active,,,http://www.redfin.com/TX/Dallas/5510-Caladium-Dr-75230/home/30925708,NTREIS,14528984,N,Y,32.9072534,-96.8132246
MLS Listing,,Single Family Residential,9646 Douglas Ave,Dallas,TX,75225,7650000,6,7,BLK 5610,10893,28314,2021,184,702,,Active,,,http://www.redfin.com/TX/Dallas/9646-Douglas-Ave-75225/home/30879845,NTREIS,14523848,N,Y,32.8796991,-96.8080732
MLS Listing,,Single Family Residential,9818 Hathaway St,Dallas,TX,75220,5950000,5,6.5,John Howell Abs 580 City Bl 56,12928,27530,2015,185,460,,Active,,,http://www.redfin.com/TX/Dallas/9818-Hathaway-St-75220/home/30879863,NTREIS,14528438,N,Y,32.8777611,-96.8107307
MLS Listing,,Condo/Co-op,2525 N Pearl St #1607,Dallas,TX,75201,1895000,2,2.5,Ritz Carlton Residences Condo In Uptown,2412,47916,2005,187,786,2789,Active,,,http://www.redfin.com/TX/Dallas/2525-N-Pearl-St-75201/unit-1607/home/30783276,NTREIS,14527304,N,Y,32.792511,-96.803605
