SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,3112 Latimer St,Dallas,TX,75215,550000,4,3.5,South Park,2592,6316,2021,12,212,,Active,,,http://www.redfin.com/TX/Dallas/3112-Latimer-St-75215/home/30796864,NTREIS,14658848,N,Y,32.7647773,-96.7701779
MLS Listing,,Single Family Residential,4535 Harvest Hill Rd,Dallas,TX,75244,729900,4,3.5,Schreiber Manor 5th Inst,3374,14985,1966,12,216,,Active,,,http://www.redfin.com/TX/Dallas/4535-Harvest-Hill-Rd-75244/home/31097845,NTREIS,14658071,N,Y,32.9226095,-96.8305568
MLS Listing,,Multi-Family (2-4 Unit),10244 Hillhouse Ln,Dallas,TX,75227,189000,2,2,Hillside Oaks,1143,4182,1986,13,165,,Active,,,http://www.redfin.com/TX/Dallas/10244-Hillhouse-Ln-75227/home/31145980,NTREIS,14658284,N,Y,32.755392,-96.6460036
MLS Listing,,Single Family Residential,1571 Briarcrest Dr,Dallas,TX,75224,329000,3,2,Druid Hills,1806,11326,1963,13,182,,Active,,,http://www.redfin.com/TX/Dallas/1571-Briarcrest-Dr-75224/home/30900371,NTREIS,14657889,N,Y,32.6999843,-96.846679
MLS Listing,,Vacant Land,7926 Blossom Ln,Dallas,TX,75227,99900,0,,Hilltop Terrace Add,,18731,,13,,,Active,,,http://www.redfin.com/TX/Dallas/7926-Blossom-Ln-75227/home/30912902,NTREIS,14658801,N,Y,32.758914,-96.6851049
MLS Listing,,Single Family Residential,5111 Ashbrook Rd,Dallas,TX,75227,437000,3,2.5,Buckner Terrace,1944,9104,1966,13,225,,Active,,,http://www.redfin.com/TX/Dallas/5111-Ashbrook-Rd-75227/home/30907359,NTREIS,14658684,N,Y,32.7874166,-96.706884
MLS Listing,,Single Family Residential,22 Stonecourt Cir,Dallas,TX,75225,1799000,4,4.5,Caruth Homeplace 6th Sec Rev Rplt,4806,,1996,13,374,333,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/TX/Dallas/22-Stonecourt-Cir-75225/home/31135116,NTREIS,14654527,N,Y,32.8603767,-96.7759594
MLS Listing,,Single Family Residential,502 N Montreal,Dallas,TX,75208,399900,2,1,DANIELS L O JR,1329,7710,1941,13,301,,Active,,,http://www.redfin.com/TX/Dallas/502-N-Montreal-Ave-75208/home/30847511,NTREIS,14657236,N,Y,32.7486499,-96.8535421
MLS Listing,,Townhouse,9504 Amberton Pkwy,Dallas,TX,75243,265000,3,2,Chimney Hill 03 Inst,1742,3703,1973,13,152,,Active,,,http://www.redfin.com/TX/Dallas/9504-Amberton-Pkwy-75243/home/31100108,NTREIS,14658600,N,Y,32.9186935,-96.7374865
MLS Listing,,Single Family Residential,710 Bimebella Ln,Dallas,TX,75211,249900,3,2,Mountain Valley Estates,1110,7667,1973,13,225,,Active,September-12-2021 03:00 PM,September-12-2021 05:00 PM,http://www.redfin.com/TX/Dallas/710-Bimebella-Ln-75211/home/31042512,NTREIS,14657945,N,Y,32.7395882,-96.9249597
MLS Listing,,Vacant Land,6232 Mercedes Ave,Dallas,TX,75214,995000,0,,Green Meadows,,15464,1945,13,,,Active,,,http://www.redfin.com/TX/Dallas/6232-Mercedes-Ave-75214/home/30820189,NTREIS,14658350,N,Y,32.8276266,-96.7587254
MLS Listing,,Condo/Co-op,5055 Addison Cir #730,Addison,TX,75001,550000,2,2.5,Aventura Condos,2460,60461,2000,13,224,863,Active,,,http://www.redfin.com/TX/Addison/5055-Addison-Cir-75001/unit-730/home/32253847,NTREIS,14656917,N,Y,32.9624461,-96.823502
MLS Listing,,Single Family Residential,12701 Mercer Pkwy,Farmers Branch,TX,75234,712825,4,3.5,Mercer Crossing,3333,5227,2021,13,214,653,Active,,,http://www.redfin.com/TX/Farmers-Branch/12701-Mercer-Pkwy-75234/home/169397455,NTREIS,14658475,N,Y,32.913971,-96.929452
MLS Listing,,Condo/Co-op,15935 Stillwood St #1098,Dallas,TX,75248,198900,2,1,Prestonwood Country Club Condos,1101,479160,1968,13,181,457,Active,,,http://www.redfin.com/TX/Dallas/15935-Stillwood-St-75248/unit-1098/home/31088371,NTREIS,14657861,N,Y,32.9646276,-96.8064688
MLS Listing,,Single Family Residential,256 Prairie Grove Dr,Dallas,TX,75217,215000,3,2,Green Meadows,1395,8320,1983,13,154,,Active,,,http://www.redfin.com/TX/Dallas/256-Prairie-Grove-Dr-75217/home/30938561,NTREIS,14632912,N,Y,32.7151797,-96.661536
MLS Listing,,Condo/Co-op,4134 Wycliff Ave #103,Dallas,TX,75219,319000,2,1.5,Cliffs Condo,1057,7187,1983,13,302,175,Active,,,http://www.redfin.com/TX/Dallas/4134-Wycliff-Ave-75219/unit-103/home/31166435,NTREIS,14658322,N,Y,32.819411,-96.8055229
MLS Listing,,Vacant Land,18505 Crownover Ct,Dallas,TX,75252,240000,0,,Preston Highlands,,11326,,13,,15,Active,,,http://www.redfin.com/TX/Dallas/18505-Crownover-Ct-75252/home/32164052,NTREIS,14658399,N,Y,33.002814,-96.795464
MLS Listing,,Condo/Co-op,3200 Ross Ave #9,Dallas,TX,75204,425000,2,2.5,Ross Ave Brownstones Condo,2052,35589,2007,13,207,220,Active,,,http://www.redfin.com/TX/Dallas/3200-Ross-Ave-75204/unit-9/home/30783248,NTREIS,14641144,N,Y,32.7947643,-96.7896333
MLS Listing,,Single Family Residential,2226 Jordan St,Dallas,TX,75215,200000,3,2,Jordan Wm,1450,3964,1925,13,138,,Active,,,http://www.redfin.com/TX/Dallas/2226-Jordan-St-75215/home/30802695,NTREIS,14658369,N,Y,32.7579939,-96.7671954
MLS Listing,,Single Family Residential,2206 Mail Ave,Dallas,TX,75235,450000,2,1,Hoods J T,1057,8233,1951,13,426,,Active,,,http://www.redfin.com/TX/Dallas/2206-Mail-Ave-75235/home/30815132,NTREIS,14656792,N,Y,32.8308431,-96.8548463
MLS Listing,,Single Family Residential,2224 Mail Ave,Dallas,TX,75235,450000,1,1,Hoods J T,952,8233,1952,13,473,,Active,,,http://www.redfin.com/TX/Dallas/2224-Mail-Ave-75235/home/30815128,NTREIS,14657000,N,Y,32.8312677,-96.8543018
MLS Listing,,Single Family Residential,2228 Mail Ave,Dallas,TX,75235,450000,2,1,Hoods J T,1038,8233,1945,13,434,,Active,,,http://www.redfin.com/TX/Dallas/2228-Mail-Ave-75235/home/30815124,NTREIS,14656960,N,Y,32.8314084,-96.8541343
MLS Listing,,Single Family Residential,2215 Mail Ave,Dallas,TX,75235,450000,2,1,Hoods J T,878,8233,1948,13,513,,Active,,,http://www.redfin.com/TX/Dallas/2215-Mail-Ave-75235/home/30815150,NTREIS,14657211,N,Y,32.8313348,-96.8548777
MLS Listing,,Condo/Co-op,5200 Martel Ave Unit 41B,Dallas,TX,75206,271000,2,2,Monticello Crossroads Condo Ph 01-03,1083,261752,1983,13,250,398,Active,,,http://www.redfin.com/TX/Dallas/5200-Martel-Ave-75206/unit-41B/home/31175785,NTREIS,14657079,N,Y,32.831299,-96.778949
MLS Listing,,Single Family Residential,12759 Royal Oaks Ln,Farmers Branch,TX,75234,674000,4,3,Mercer Crossing,2963,5271,2021,13,227,653,Active,,,http://www.redfin.com/TX/Farmers-Branch/12759-Royal-Oaks-Ln-75234/home/169397543,NTREIS,14655977,N,Y,32.914861,-96.931322
MLS Listing,,Condo/Co-op,5200 Keller Springs Rd #112,Dallas,TX,75248,299000,2,2,Bonaventure Condo,2112,331012,1981,13,142,1139,Active,,,http://www.redfin.com/TX/Dallas/5200-Keller-Springs-Rd-75248/unit-112/home/31129074,NTREIS,14654980,N,Y,32.9677598,-96.8184364
MLS Listing,,Single Family Residential,12697 Royal Oaks Ln,Farmers Branch,TX,75234,637245,3,2,Mercer Crossing,2274,5227,2021,13,280,653,Active,,,http://www.redfin.com/TX/Farmers-Branch/12697-Royal-Oaks-Ln-75234/home/169397556,NTREIS,14655914,N,Y,32.913338,-96.930034
MLS Listing,,Single Family Residential,2864 Searcy Dr,Dallas,TX,75211,299000,3,2,Loupot Heights,1146,8407,1947,13,261,,Active,,,http://www.redfin.com/TX/Dallas/2864-Searcy-Dr-75211/home/30891808,NTREIS,14648658,N,Y,32.7270141,-96.8686703
MLS Listing,,Single Family Residential,4331 Potomac Ave,Highland Park,TX,75205,2199000,5,6.5,Preston Place 1,4778,8233,1984,13,460,,Active,,,http://www.redfin.com/TX/Dallas/4331-Potomac-Ave-75205/home/32095015,NTREIS,14656190,N,Y,32.8373062,-96.8083482
MLS Listing,,Multi-Family (2-4 Unit),4032 Marquette St,University Park,TX,75225,1550000,3,3.5,University Heights #5,4264,6098,2007,13,364,,Active,,,http://www.redfin.com/TX/Dallas/4032-Marquette-St-75225/home/32105774,NTREIS,14656772,N,Y,32.8610789,-96.803817
MLS Listing,,Multi-Family (5+ Unit),3811 Munger Ave,Dallas,TX,75204,2400000,2,2.5,W J Keller Homestead,9000,7405,2021,13,267,172,Active,,,http://www.redfin.com/TX/Dallas/3811-Munger-Ave-75204/home/30792512,NTREIS,14658321,N,Y,32.7998015,-96.7877372
MLS Listing,,Single Family Residential,8719 Stanwood Dr,Dallas,TX,75228,650000,3,2,Westglen Park 02,1634,8756,1956,13,398,,Active,,,http://www.redfin.com/TX/Dallas/8719-Stanwood-Dr-75228/home/30999428,NTREIS,14658109,N,Y,32.8142178,-96.701723
MLS Listing,,Single Family Residential,5733 Marview Ln,Dallas,TX,75227,325000,3,2,Buckner Terrace,2064,8712,1970,13,157,,Active,,,http://www.redfin.com/TX/Dallas/5733-Marview-Ln-75227/home/30907065,NTREIS,14658170,N,Y,32.7850567,-96.7046482
MLS Listing,,Single Family Residential,1317 S Marlborough Ave,Dallas,TX,75208,320000,3,2,Sunset Hills Rev,1145,8276,1950,13,279,,Active,,,http://www.redfin.com/TX/Dallas/1317-S-Marlborough-Ave-75208/home/30838125,NTREIS,14657905,N,Y,32.7309556,-96.8519981
MLS Listing,,Vacant Land,3804 Crozier St,Dallas,TX,75215,45000,0,,Jenkins & Broughtons,,3528,,13,,,Active,,,http://www.redfin.com/TX/Dallas/3804-Crozier-St-75215/home/30738982,NTREIS,14658085,N,Y,32.75895,-96.764674
MLS Listing,,Single Family Residential,950 Bluffview Dr,Rockwall,TX,75087,395000,3,2,Turtle Cove Ph 3,2171,6098,2001,13,182,92,Active,,,http://www.redfin.com/TX/Rockwall/950-Bluffview-Dr-75087/home/33939742,NTREIS,14658162,N,Y,32.9027469,-96.4705129
MLS Listing,,Condo/Co-op,6004 Auburndale Ave Unit F,University Park,TX,75205,360000,2,2,Remington Smu Condos,1005,66603,1985,13,358,440,Active,,,http://www.redfin.com/TX/Dallas/6004-Auburndale-Ave-75205/unit-F/home/32239501,NTREIS,14658157,N,Y,32.8401668,-96.78824
MLS Listing,,Condo/Co-op,3525 Turtle Creek Blvd Unit 3D,Dallas,TX,75219,517000,2,2,Condo 3525,2231,123013,1957,13,232,2113,Active,,,http://www.redfin.com/TX/Dallas/3525-Turtle-Creek-Blvd-75219/unit-3D/home/30794906,NTREIS,14658147,N,Y,32.8114835,-96.8032005
MLS Listing,,Single Family Residential,2710 Scottsbluff Dr,Dallas,TX,75228,350000,4,2,Eastfield Meadows,2281,7231,1982,13,153,,Active,,,http://www.redfin.com/TX/Dallas/2710-Scottsbluff-Dr-75228/home/31149349,NTREIS,14655852,N,Y,32.8169939,-96.6678005
MLS Listing,,Single Family Residential,8434 Bellingham Dr,Dallas,TX,75228,424900,4,3,Buckner Terrace 07 Sec 03 Inst,2395,8930,1964,13,177,,Active,,,http://www.redfin.com/TX/Dallas/8434-Bellingham-Dr-75228/home/31102454,NTREIS,14658052,N,Y,32.7988198,-96.6942853
MLS Listing,,Multi-Family (2-4 Unit),4628 Hopkins Ave,Dallas,TX,75209,1451450,6,5,Airlawn,5278,7754,2021,13,275,,Active,,,http://www.redfin.com/TX/Dallas/4628-Hopkins-Ave-75209/home/30854332,NTREIS,14657598,N,Y,32.8474605,-96.8303425
MLS Listing,,Single Family Residential,4617 Hopkins Ave,Dallas,TX,75209,742500,3,2.5,Airlawn,2700,7579,2021,13,275,,Active,,,http://www.redfin.com/TX/Dallas/4617-Hopkins-Ave-75209/home/30854299,NTREIS,14657651,N,Y,32.8478942,-96.8309336
MLS Listing,,Single Family Residential,4624 Hopkins Ave,Dallas,TX,75209,736725,3,2.5,Airlawn,2679,7579,2021,13,275,,Active,,,http://www.redfin.com/TX/Dallas/4624-Hopkins-Ave-75209/home/30854335,NTREIS,14657636,N,Y,32.8474993,-96.8305359
MLS Listing,,Condo/Co-op,7824 Meadow Park Dr #202,Dallas,TX,75230,269500,2,2,Ambassador House Condos,1165,100014,1963,13,231,550,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/TX/Dallas/7824-Meadow-Park-Dr-75230/unit-202/home/30998502,NTREIS,14658059,N,Y,32.8851636,-96.7716911
MLS Listing,,Single Family Residential,2731 W 12th St,Dallas,TX,75211,425000,2,2,Terry Heights Add,1611,7362,1985,13,264,,Active,,,http://www.redfin.com/TX/Dallas/2731-W-12th-St-75211/home/30847573,NTREIS,14647488,N,Y,32.7416342,-96.8648265
MLS Listing,,Single Family Residential,2449 Claymore Ave,Garland,TX,75043,525000,4,3,Emerald Lake 02,4023,10019,2006,13,130,29,Active,,,http://www.redfin.com/TX/Garland/2449-Claymore-Ave-75043/home/30766596,NTREIS,14650892,N,Y,32.8743606,-96.5925832
MLS Listing,,Condo/Co-op,3515 Brown St #124,Dallas,TX,75219,450000,2,2.5,Wimbledon Place Condo,1860,67518,1973,13,242,450,Active,,,http://www.redfin.com/TX/Dallas/3515-Brown-St-75219/unit-124/home/30794557,NTREIS,14655653,N,Y,32.8038899,-96.809453
MLS Listing,,Condo/Co-op,4414 Cedar Springs Rd #100,Dallas,TX,75219,289000,1,1.5,Tribeca Condos,1064,88427,2003,13,272,355,Active,,,http://www.redfin.com/TX/Dallas/4414-Cedar-Springs-Rd-75219/unit-100/home/30746165,NTREIS,14641461,N,Y,32.8156242,-96.81664
MLS Listing,,Single Family Residential,6171 Llano Ave,Dallas,TX,75214,1250000,4,3.5,Llano Place,4076,7797,2006,13,307,,Active,,,http://www.redfin.com/TX/Dallas/6171-Llano-Ave-75214/home/30811858,NTREIS,14656320,N,Y,32.8222841,-96.7585581
MLS Listing,,Townhouse,2980 Carmel St,Dallas,TX,75204,628000,3,4,Live Oak Add Ph 1,2353,1089,2017,13,267,150,Active,,,http://www.redfin.com/TX/Dallas/2980-Carmel-St-75204/home/110137446,NTREIS,14656034,N,Y,32.7912345,-96.7872015
MLS Listing,,Condo/Co-op,5840 Spring Valley Rd #612,Dallas,TX,75254,210000,2,2,Preston Racquet Club Condo,1116,388381,1981,13,188,298,Active,,,http://www.redfin.com/TX/Dallas/5840-Spring-Valley-Rd-75254/unit-612/home/31132200,NTREIS,14657668,N,Y,32.936928,-96.808067
MLS Listing,,Single Family Residential,6458 Ridgemont Dr,Dallas,TX,75214,549000,3,2,Fisher Road Heights 03,1776,7449,1955,14,309,,Active,,,http://www.redfin.com/TX/Dallas/6458-Ridgemont-Dr-75214/home/30870433,NTREIS,14657874,N,Y,32.8524297,-96.7464527
MLS Listing,,Single Family Residential,5836 Kenwood Ave,Dallas,TX,75206,499000,2,1,Stonewall Terrace,1125,6665,1940,14,444,,Active,September-11-2021 02:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/TX/Dallas/5836-Kenwood-Ave-75206/home/30821594,NTREIS,14654771,N,Y,32.8330262,-96.766354
MLS Listing,,Single Family Residential,4727 W University Blvd,Dallas,TX,75209,450000,3,2.5,Greenway Terrace,1118,8581,1942,14,403,,Active,,,http://www.redfin.com/TX/Dallas/4727-W-University-Blvd-75209/home/30850604,NTREIS,14657900,N,Y,32.8451259,-96.8290285
MLS Listing,,Single Family Residential,9421 Thornberry Ln,Dallas,TX,75220,690000,3,1.5,Northwest Heights,1790,14549,1949,14,385,,Active,,,http://www.redfin.com/TX/Dallas/9421-Thornberry-Ln-75220/home/30856131,NTREIS,14656529,N,Y,32.8641111,-96.8470978
MLS Listing,,Single Family Residential,3547 High Mesa Dr,Dallas,TX,75234,345000,3,2,Highland Meadows,1504,7405,1962,14,229,,Active,,,http://www.redfin.com/TX/Dallas/3547-High-Mesa-Dr-75234/home/30935608,NTREIS,14657635,N,Y,32.9142465,-96.8592445
MLS Listing,,Townhouse,2324 Throckmorton St,Dallas,TX,75219,469900,3,2.5,Throckmorton Add,2132,7492,2005,14,220,,Active,,,http://www.redfin.com/TX/Dallas/2324-Throckmorton-St-75219/home/30761056,NTREIS,14657401,N,Y,32.8043663,-96.819115
MLS Listing,,Vacant Land,2055 Canada Dr,Dallas,TX,75212,75000,0,,Roosevelt Manor 1st Inst,,8189,,14,,,Active,,,http://www.redfin.com/TX/Dallas/2055-Canada-Dr-75212/home/30976930,NTREIS,14657891,N,Y,32.793049,-96.855557
MLS Listing,,Vacant Land,2125 Holmes St,Dallas,TX,75215,225000,0,,John J Eakins Santa Fe Bl A89,,6447,,14,,,Active,,,http://www.redfin.com/TX/Dallas/2125-Holmes-St-75215/home/168821752,NTREIS,14657864,N,Y,32.767158,-96.785099
MLS Listing,,Single Family Residential,7506 Eastern Ave,Dallas,TX,75209,525000,2,1,Greenway Crest,1591,7841,1950,14,330,,Active,September-12-2021 01:00 PM,September-12-2021 03:00 PM,http://www.redfin.com/TX/Dallas/7506-Eastern-Ave-75209/home/30881235,NTREIS,14656078,N,Y,32.8475099,-96.8139333
MLS Listing,,Single Family Residential,2653 Cherry Valley Blvd,Dallas,TX,75241,357777,4,2,Cherry Valley,1510,7579,1945,14,237,,Active,,,http://www.redfin.com/TX/Dallas/2653-Cherry-Valley-Blvd-75241/home/31038821,NTREIS,14654735,N,Y,32.645376,-96.7779634
MLS Listing,,Vacant Land,4517 Kolloch Dr,Dallas,TX,75216,40000,0,,Fruitdale Acres 03 Rev,,16117,,14,,,Active,,,http://www.redfin.com/TX/Dallas/4517-Kolloch-Dr-75216/home/31106595,NTREIS,14657841,N,Y,32.7063623,-96.7586927
MLS Listing,,Condo/Co-op,3314 Douglas Ave #104,Dallas,TX,75219,185000,2,2,Benson Place Condo,991,15594,1984,14,187,250,Active,,,http://www.redfin.com/TX/Dallas/3314-Douglas-Ave-75219/unit-104/home/31160893,NTREIS,14657821,N,Y,32.8141531,-96.8114442
MLS Listing,,Condo/Co-op,6332 Bandera Ave Unit D,Dallas,TX,75225,549000,2,2,Royal Arms Condos,2084,90387,1960,14,263,880,Active,,,http://www.redfin.com/TX/Dallas/6332-Bandera-Ave-75225/unit-D/home/176218080,NTREIS,14657397,N,Y,32.8672187,-96.7968176
MLS Listing,,Condo/Co-op,12482 Abrams Rd #1325,Dallas,TX,75243,155000,2,2,Creekbend Condo Ph 01-06,960,22085,1982,14,161,260,Active,,,http://www.redfin.com/TX/Dallas/12482-Abrams-Rd-75243/unit-1325/home/31168137,NTREIS,14657730,N,Y,32.918245,-96.7327781
MLS Listing,,Single Family Residential,5504 Junius St,Dallas,TX,75214,630000,3,2.5,Junius Heights,2349,7362,2002,14,268,,Active,,,http://www.redfin.com/TX/Dallas/5504-Junius-St-75214/home/30728678,NTREIS,14657629,N,Y,32.8039285,-96.7616674
MLS Listing,,Single Family Residential,8230 Copper Way,Dallas,TX,75252,727000,4,3.5,University Place,2658,5663,2021,14,274,55,Active,,,http://www.redfin.com/TX/Dallas/8230-Copper-Way-75252/home/176214106,NTREIS,14657527,N,Y,32.984746,-96.762307
MLS Listing,,Single Family Residential,12539 Degas Ln,Dallas,TX,75230,825000,3,3,Preston Meadows,3540,7841,1985,14,233,,Active,,,http://www.redfin.com/TX/Dallas/12539-Degas-Ln-75230/home/30962723,NTREIS,14657520,N,Y,32.9203035,-96.8057531
MLS Listing,,Single Family Residential,3757 Valley Ridge Rd,Dallas,TX,75220,499900,2,2,Marsh Lane,1332,8059,1951,14,375,,Active,,,http://www.redfin.com/TX/Dallas/3757-Valley-Ridge-Rd-75220/home/30912099,NTREIS,14657502,N,Y,32.8778626,-96.8537542
MLS Listing,,Single Family Residential,3817 Northwest Pkwy,University Park,TX,75225,1799900,6,6.5,University Heights Sec 7,5678,6578,2006,14,317,,Active,,,http://www.redfin.com/TX/Dallas/3817-Northwest-Pkwy-75225/home/49736004,NTREIS,14657414,N,Y,32.8650528,-96.7969827
MLS Listing,,Single Family Residential,4016 Flintridge Dr,Dallas,TX,75244,695000,5,3,TAMARACK,2848,13068,1984,14,244,,Active,,,http://www.redfin.com/TX/Dallas/4016-Flintridge-Dr-75244/home/31097068,NTREIS,14655249,N,Y,32.9201834,-96.8428679
MLS Listing,,Condo/Co-op,425 W 9th St #101,Dallas,TX,75208,570000,3,3,Dallas Land and Loan 2,2075,8276,2019,14,275,340,Active,,,http://www.redfin.com/TX/Dallas/425-W-9th-St-75208/unit-101/home/169252868,NTREIS,14656163,N,Y,32.7465872,-96.8294321
MLS Listing,,Single Family Residential,9338 Lenel Pl,Dallas,TX,75220,875000,2,1,Berkshire,1003,26136,1949,14,872,,Active,,,http://www.redfin.com/TX/Dallas/9338-Lenel-Pl-75220/home/30856099,NTREIS,14648560,N,Y,32.8637079,-96.8488569
MLS Listing,,Condo/Co-op,3130 N Harwood St #3003,Dallas,TX,75201,3495000,3,3.5,Bleu Ciel Condo,2973,81457,2019,14,1176,2387,Active,,,http://www.redfin.com/TX/Dallas/3130-N-Harwood-St-75201/unit-3003/home/169392451,NTREIS,14657410,N,Y,32.7970118,-96.8112353
MLS Listing,,Single Family Residential,8238 Copper Way,Dallas,TX,75252,828000,5,4,University Place,3470,7405,2021,14,239,55,Active,,,http://www.redfin.com/TX/Dallas/8238-Copper-Way-75252/home/176212803,NTREIS,14657391,N,Y,32.984906,-96.762326
MLS Listing,,Single Family Residential,5816 Walnut Hill Ln,Dallas,TX,75230,3300000,5,5.5,Dallas,6536,28314,2017,14,505,,Active,,,http://www.redfin.com/TX/Dallas/5816-Walnut-Hill-Ln-75230/home/30879846,NTREIS,14648598,N,Y,32.8797126,-96.807822
MLS Listing,,Single Family Residential,1229 Cielo Vista Dr,Grand Prairie,TX,75052,240000,3,2,Cluster 01 3rd Sec,1270,6403,1978,14,189,,Active,,,http://www.redfin.com/TX/Grand-Prairie/1229-Cielo-Vista-St-75052/home/31520527,NTREIS,14656166,N,Y,32.7031251,-96.9871731
MLS Listing,,Single Family Residential,2546 Inadale Ave,Dallas,TX,75228,287500,3,1.5,Cloverdale 07,1112,7667,1957,14,259,,Active,September-12-2021 01:00 PM,September-12-2021 03:00 PM,http://www.redfin.com/TX/Dallas/2546-Inadale-Ave-75228/home/31002912,NTREIS,14656671,N,Y,32.8166255,-96.6715209
MLS Listing,,Single Family Residential,10440 Desdemona Dr,Dallas,TX,75228,300000,3,2,Centerville Terrace,1711,7318,1950,14,175,,Active,,,http://www.redfin.com/TX/Dallas/10440-Desdemona-Dr-75228/home/30862152,NTREIS,14656281,N,Y,32.8390896,-96.6804149
MLS Listing,,Multi-Family (2-4 Unit),4607 Rusk Ave,Dallas,TX,75204,789000,3,2.5,Laclede Add,2560,6490,2021,14,308,,Active,,,http://www.redfin.com/TX/Dallas/4607-Rusk-Ave-75204/home/30809507,NTREIS,14655723,N,Y,32.8086756,-96.7842702
MLS Listing,,Townhouse,7517 Pebblestone Dr #14,Dallas,TX,75230,299700,2,2,Crest Meadow Estates,1465,3877,1971,14,205,395,Active,,,http://www.redfin.com/TX/Dallas/7517-Pebblestone-Dr-75230/unit-14/home/30991173,NTREIS,14655301,N,Y,32.8910356,-96.7765096
MLS Listing,,Condo/Co-op,2133 Lovedale Ave #203,Dallas,TX,75235,365000,2,2.5,Amour Vallee Condominiums,1513,21127,2019,14,241,195,Active,,,http://www.redfin.com/TX/Dallas/2133-Lovedale-Ave-75235/unit-203/home/174294530,NTREIS,14646245,N,Y,32.8292565,-96.8555602
MLS Listing,,Single Family Residential,214 N Edgefield Ave,Dallas,TX,75208,650000,4,2.5,Winnetka Heights,2212,7449,1924,14,294,,Active,,,http://www.redfin.com/TX/Dallas/214-N-Edgefield-Ave-75208/home/30827596,NTREIS,14657141,N,Y,32.7470279,-96.843828
MLS Listing,,Single Family Residential,4248 Boca Bay Dr,Dallas,TX,75244,650000,4,3.5,Glen Cove East 2nd Sec,2481,11413,1970,14,262,,Active,,,http://www.redfin.com/TX/Dallas/4248-Boca-Bay-Dr-75244/home/31095727,NTREIS,14657140,N,Y,32.9161323,-96.8392246
MLS Listing,,Multi-Family (2-4 Unit),,Dallas,TX,75218,500000,4,2,Casa Linda Highlands,2322,15682,1952,14,215,,Active,,,http://www.redfin.com/TX/Dallas/Undisclosed-address-75218/home/30861383,NTREIS,14655894,N,Y,32.8291817,-96.7043444
MLS Listing,,Single Family Residential,3722 Prague Mews,Dallas,TX,75236,264500,2,2,Capella Park 01,1344,3136,2007,14,197,99,Active,,,http://www.redfin.com/TX/Dallas/3722-Prague-Mews-75236/home/30782395,NTREIS,14653993,N,Y,32.6966996,-96.9461488
MLS Listing,,Single Family Residential,2247 Mail Ave,Dallas,TX,75235,399000,2,1,Hoods J T,796,7492,1948,15,501,,Active,,,http://www.redfin.com/TX/Dallas/2247-Mail-Ave-75235/home/30815147,NTREIS,14657047,N,Y,32.83206,-96.8540341
MLS Listing,,Single Family Residential,4025 Rochelle Dr,Dallas,TX,75220,1475000,5,5.5,Glenridge Estates,4361,8276,2021,15,338,,Active,,,http://www.redfin.com/TX/Dallas/4025-Rochelle-Dr-75220/home/30910575,NTREIS,14657002,N,Y,32.8746163,-96.8457995
MLS Listing,,Single Family Residential,7113 Nicole Pl,Dallas,TX,75252,319900,3,2.5,Nicole Place Add,1732,3920,1998,15,185,,Active,,,http://www.redfin.com/TX/Dallas/7113-Nicole-Pl-75252/home/32095976,NTREIS,14656504,N,Y,32.9883384,-96.7803313
MLS Listing,,Single Family Residential,6921 Valley View Ln,Dallas,TX,75240,1875000,4,4.5,Hillcrest Park Estates,4873,21780,2019,15,385,,Active,,,http://www.redfin.com/TX/Dallas/6921-Valley-View-Ln-75240/home/32214854,NTREIS,14656931,N,Y,32.928122,-96.785342
MLS Listing,,Single Family Residential,1442 Lake Crest Dr,Grand Prairie,TX,75051,260000,3,2,Lake Crest 01,1130,7492,1987,15,230,,Active,,,http://www.redfin.com/TX/Grand-Prairie/1442-Lakecrest-Dr-75051/home/176201944,NTREIS,14654801,N,Y,32.727165,-96.9843191
MLS Listing,,Townhouse,32 E Mountain Creek Dr #24,Grand Prairie,TX,75052,160000,3,2,Mountain Creek Twnhs 02,1330,1873,1973,15,120,182,Active,,,http://www.redfin.com/TX/Grand-Prairie/32-E-Mountain-Creek-Dr-75052/unit-24/home/31581478,NTREIS,14656893,N,Y,32.6967391,-96.9879505
MLS Listing,,Single Family Residential,10568 Kingfisher Rd,Irving,TX,75063,765417,4,3.5,South Haven,3263,5706,2021,15,235,44,Active,,,http://www.redfin.com/TX/Irving/10568-Kingfisher-RD-75063/home/176200153,NTREIS,14656267,N,Y,32.948677,-96.968844
